API_Name,sYear,ProductSaleGroup,Vet,AmountSold_g,InChIKey_string,PEC_gL,Desc_Short,Desc_Long,B_Statement,P_Statement,PNEC_gL,RQ
eluxadoline,2017,Prescription,Human,1661.8,QFNHIDANIVGXPE-FNZWTVRRSA-N,4.8371114620903e-10,alimentary,treatment for diarrhoea from IBS,NA,NA,NA,NA
eluxadoline,2018,Prescription,Human,8265.6,QFNHIDANIVGXPE-FNZWTVRRSA-N,2.349597115559604e-9,alimentary,treatment for diarrhoea from IBS,NA,NA,NA,NA
eluxadoline,2019,Prescription,Human,316.4,QFNHIDANIVGXPE-FNZWTVRRSA-N,9.13991405051996e-11,alimentary,treatment for diarrhoea from IBS,NA,NA,NA,NA
elvitegravir,2016,Prescription,Human,25407,JUZYLCPPVHEVSV-LJQANCHMSA-N,7.29524120982112e-9,antiviral,integrase strand transfer inhibitor for HIV infections,NA,NA,NA,NA
elvitegravir,2017,Prescription,Human,43587,JUZYLCPPVHEVSV-LJQANCHMSA-N,1.2687157136727041e-8,antiviral,integrase strand transfer inhibitor for HIV infections,NA,NA,NA,NA
elvitegravir,2018,Prescription,Human,47475,JUZYLCPPVHEVSV-LJQANCHMSA-N,1.3495344930941758e-8,antiviral,integrase strand transfer inhibitor for HIV infections,NA,NA,NA,NA
elvitegravir,2019,Prescription,Human,33624,JUZYLCPPVHEVSV-LJQANCHMSA-N,9.713036347493145e-9,antiviral,integrase strand transfer inhibitor for HIV infections,NA,NA,NA,NA
emedastine,2016,Prescription,Human,31.7375,KBUZBQVCBVDWKX-UHFFFAOYSA-N,9.112949891632142e-12,antihistamine,ophthalmic antihistamine for allergic eye irritation,low,NA,NA,NA
emedastine,2017,Prescription,Human,30.6275,KBUZBQVCBVDWKX-UHFFFAOYSA-N,8.914949530940588e-12,antihistamine,ophthalmic antihistamine for allergic eye irritation,low,NA,NA,NA
emedastine,2018,Prescription,Human,39.182500000000005,KBUZBQVCBVDWKX-UHFFFAOYSA-N,1.1138101163909964e-11,antihistamine,ophthalmic antihistamine for allergic eye irritation,low,NA,NA,NA
emedastine,2019,Prescription,Human,38.427499999999995,KBUZBQVCBVDWKX-UHFFFAOYSA-N,1.1100633602286842e-11,antihistamine,ophthalmic antihistamine for allergic eye irritation,low,NA,NA,NA
emodepside,2016,Prescription,Vet,2393.946124,ZMQMTKVVAMWKNY-YSXLEBCMSA-N,6.873859337149738e-10,anthelminthic,antinematode used with toltrazuril in cats,NA,NA,NA,NA
emodepside,2017,Prescription,Vet,2639.01194,ZMQMTKVVAMWKNY-YSXLEBCMSA-N,7.681547059554194e-10,anthelminthic,antinematode used with toltrazuril in cats,NA,NA,NA,NA
emodepside,2018,Prescription,Vet,2740.303384,ZMQMTKVVAMWKNY-YSXLEBCMSA-N,7.789644946288983e-10,anthelminthic,antinematode used with toltrazuril in cats,NA,NA,NA,NA
emodepside,2019,Prescription,Vet,2591.797656,ZMQMTKVVAMWKNY-YSXLEBCMSA-N,7.486980977300601e-10,anthelminthic,antinematode used with toltrazuril in cats,NA,NA,NA,NA
empagliflozin,2016,Prescription,Human,19498.119,OBWASQILIWPZMG-QZMOQZSNSA-N,5.5985941371589e-9,anti-diabetic,"SGLT-2 inhibitor for type 2 diabetes, and associated heart and kidney failure",low,low,2.4e-4,2.3327475571495418e-5
empagliflozin,2017,Prescription,Human,44557.269,OBWASQILIWPZMG-QZMOQZSNSA-N,1.2969579768885596e-8,anti-diabetic,"SGLT-2 inhibitor for type 2 diabetes, and associated heart and kidney failure",low,low,2.4e-4,5.403991570368998e-5
empagliflozin,2018,Prescription,Human,68882.715,OBWASQILIWPZMG-QZMOQZSNSA-N,1.958074773469733e-8,anti-diabetic,"SGLT-2 inhibitor for type 2 diabetes, and associated heart and kidney failure",low,low,2.4e-4,8.15864488945722e-5
empagliflozin,2019,Prescription,Human,96535.977,OBWASQILIWPZMG-QZMOQZSNSA-N,2.7886552862293668e-8,anti-diabetic,"SGLT-2 inhibitor for type 2 diabetes, and associated heart and kidney failure",low,low,2.4e-4,1.1619397025955695e-4
emtricitabine,2016,Prescription,Human,185142,XQSPYNMVSIKCOC-NTSWFWBYSA-N,5.316076467385768e-8,antiviral,nucleoside reverse transcriptase inhibitor for HIV infections,low,moderate,6.1e-4,8.714879454730768e-5
emtricitabine,2017,Prescription,Human,208338,XQSPYNMVSIKCOC-NTSWFWBYSA-N,6.064232325123176e-8,antiviral,nucleoside reverse transcriptase inhibitor for HIV infections,low,moderate,6.1e-4,9.941364467415043e-5
emtricitabine,2018,Prescription,Human,222060,XQSPYNMVSIKCOC-NTSWFWBYSA-N,6.312325003401636e-8,antiviral,nucleoside reverse transcriptase inhibitor for HIV infections,low,moderate,6.1e-4,1.0348073776068256e-4
emtricitabine,2019,Prescription,Human,248202,XQSPYNMVSIKCOC-NTSWFWBYSA-N,7.169863929099732e-8,antiviral,nucleoside reverse transcriptase inhibitor for HIV infections,low,moderate,6.1e-4,1.175387529360612e-4
enalapril,2016,Prescription,Human,318584.1288,GBXSMTUPTTWBMN-XIRDDKMYSA-N,9.147668222209313e-8,antihypertensive,"angiotensin converting enzyme inhibitor for hypertension, congestive heart failure",low,NA,NA,NA
enalapril,2017,Prescription,Human,313478.8807,GBXSMTUPTTWBMN-XIRDDKMYSA-N,9.124637663721314e-8,antihypertensive,"angiotensin converting enzyme inhibitor for hypertension, congestive heart failure",low,NA,NA,NA
enalapril,2018,Prescription,Human,305892.9873,GBXSMTUPTTWBMN-XIRDDKMYSA-N,8.695379411415875e-8,antihypertensive,"angiotensin converting enzyme inhibitor for hypertension, congestive heart failure",low,NA,NA,NA
enalapril,2019,Prescription,Human,307256.2993,GBXSMTUPTTWBMN-XIRDDKMYSA-N,8.875778024914148e-8,antihypertensive,"angiotensin converting enzyme inhibitor for hypertension, congestive heart failure",low,NA,NA,NA
encorafenib,2019,Prescription,Human,126.35,CMJCXYNUCSMDBY-ZDUSSCGKSA-N,3.6498993055726825e-11,antineoplastic,small molecule BRAF inhibitor for melanomas,NA,NA,NA,NA
enoxaparin,2016,Prescription,Human,100177.6,HTTJABKRGRZYRN-UHFFFAOYSA-N,2.876450410599348e-8,anticoagulant,"heparin for DVT, angina, heart attacks",NA,NA,NA,NA
enoxaparin,2017,Prescription,Human,95914.2,HTTJABKRGRZYRN-UHFFFAOYSA-N,2.7918382247997445e-8,anticoagulant,"heparin for DVT, angina, heart attacks",NA,NA,NA,NA
enoxaparin,2018,Prescription,Human,90336.4,HTTJABKRGRZYRN-UHFFFAOYSA-N,2.5679218068868392e-8,anticoagulant,"heparin for DVT, angina, heart attacks",NA,NA,NA,NA
enoxaparin,2019,Prescription,Human,101000.1,HTTJABKRGRZYRN-UHFFFAOYSA-N,2.917611356175477e-8,anticoagulant,"heparin for DVT, angina, heart attacks",NA,NA,NA,NA
enrofloxacin,2016,Prescription,Vet,18469.15,SPFYMRJSYKOXGV-UHFFFAOYSA-N,5.3031410316199375e-9,antibacterial,veterinary fluoroquinolone antibiotic,NA,NA,NA,NA
enrofloxacin,2017,Prescription,Vet,18206.94,SPFYMRJSYKOXGV-UHFFFAOYSA-N,5.299614764929015e-9,antibacterial,veterinary fluoroquinolone antibiotic,NA,NA,NA,NA
enrofloxacin,2018,Prescription,Vet,18346.29,SPFYMRJSYKOXGV-UHFFFAOYSA-N,5.215155592482095e-9,antibacterial,veterinary fluoroquinolone antibiotic,NA,NA,NA,NA
enrofloxacin,2019,Prescription,Vet,12959.97,SPFYMRJSYKOXGV-UHFFFAOYSA-N,3.743774080193336e-9,antibacterial,veterinary fluoroquinolone antibiotic,NA,NA,NA,NA
entacapone,2016,Prescription,Human,28821,JRURYQJSLYLRLN-BJMVGYQFSA-N,8.275520404150609e-9,dopaminergic,used with carbidopa and levodopa for Parkinson's,NA,NA,NA,NA
entacapone,2017,Prescription,Human,31330.2,JRURYQJSLYLRLN-BJMVGYQFSA-N,9.119489079888166e-9,dopaminergic,used with carbidopa and levodopa for Parkinson's,NA,NA,NA,NA
entacapone,2018,Prescription,Human,32387,JRURYQJSLYLRLN-BJMVGYQFSA-N,9.20639781523772e-9,dopaminergic,used with carbidopa and levodopa for Parkinson's,NA,NA,NA,NA
entacapone,2019,Prescription,Human,33673,JRURYQJSLYLRLN-BJMVGYQFSA-N,9.72719108164218e-9,dopaminergic,used with carbidopa and levodopa for Parkinson's,NA,NA,NA,NA
entecavir,2016,Prescription,Human,52.455,QDGZDCVAUDNJFG-FXQIFTODSA-N,1.5061671100923637e-11,antiviral,nucleoside reverse transcriptase inhibitor for hepatitis B infections,NA,NA,NA,NA
entecavir,2017,Prescription,Human,63.5925,QDGZDCVAUDNJFG-FXQIFTODSA-N,1.8510290687987572e-11,antiviral,nucleoside reverse transcriptase inhibitor for hepatitis B infections,NA,NA,NA,NA
entecavir,2018,Prescription,Human,63.141,QDGZDCVAUDNJFG-FXQIFTODSA-N,1.7948595561550154e-11,antiviral,nucleoside reverse transcriptase inhibitor for hepatitis B infections,NA,NA,NA,NA
entecavir,2019,Prescription,Human,57.366,QDGZDCVAUDNJFG-FXQIFTODSA-N,1.6571438350889002e-11,antiviral,nucleoside reverse transcriptase inhibitor for hepatitis B infections,NA,NA,NA,NA
enzalutamide,2016,Prescription,Human,26960.64,WXCXUHSOUPDCQV-UHFFFAOYSA-N,7.741345769715105e-9,antineoplastic,antiandrogen testosterone inhibitor for prostate cancer,NA,NA,NA,NA
enzalutamide,2017,Prescription,Human,33116.16,WXCXUHSOUPDCQV-UHFFFAOYSA-N,9.639340300662918e-9,antineoplastic,antiandrogen testosterone inhibitor for prostate cancer,NA,NA,NA,NA
enzalutamide,2018,Prescription,Human,37022.72,WXCXUHSOUPDCQV-UHFFFAOYSA-N,1.0524157486712504e-8,antineoplastic,antiandrogen testosterone inhibitor for prostate cancer,NA,NA,NA,NA
enzalutamide,2019,Prescription,Human,40185.6,WXCXUHSOUPDCQV-UHFFFAOYSA-N,1.160849968611172e-8,antineoplastic,antiandrogen testosterone inhibitor for prostate cancer,NA,NA,NA,NA
ephedrine,2016,Prescription,Human,18558.75,KWGRBVOPPLSCSI-WPRPVWTQSA-N,5.328868335607026e-9,stimulant,"stimulant for asthma, preventing hypotension during anaesthesia",low,NA,NA,NA
ephedrine,2017,Prescription,Human,17555.5,KWGRBVOPPLSCSI-WPRPVWTQSA-N,5.109995804111582e-9,stimulant,"stimulant for asthma, preventing hypotension during anaesthesia",low,NA,NA,NA
ephedrine,2018,Prescription,Human,15878.85,KWGRBVOPPLSCSI-WPRPVWTQSA-N,4.51375582636513e-9,stimulant,"stimulant for asthma, preventing hypotension during anaesthesia",low,NA,NA,NA
ephedrine,2019,Prescription,Human,15576.15,KWGRBVOPPLSCSI-WPRPVWTQSA-N,4.499515557459117e-9,stimulant,"stimulant for asthma, preventing hypotension during anaesthesia",low,NA,NA,NA
epinephrine,2016,Prescription,Human,271.69765,UCTWMZQNUQWSLP-VIFPVBQESA-N,7.801392895231848e-11,other hormone,"aka adrenaline, for anaphylaxis, septic shock",low,NA,NA,NA
epinephrine,2017,Prescription,Human,291.7274,UCTWMZQNUQWSLP-VIFPVBQESA-N,8.491502890515115e-11,other hormone,"aka adrenaline, for anaphylaxis, septic shock",low,NA,NA,NA
epinephrine,2018,Prescription,Human,306.95865000000003,UCTWMZQNUQWSLP-VIFPVBQESA-N,8.725672167006269e-11,other hormone,"aka adrenaline, for anaphylaxis, septic shock",low,NA,NA,NA
epinephrine,2019,Prescription,Human,324.8584,UCTWMZQNUQWSLP-VIFPVBQESA-N,9.384253649144859e-11,other hormone,"aka adrenaline, for anaphylaxis, septic shock",low,NA,NA,NA
epirubicin,2016,Prescription,Human,1315.33,AOJJSUZBOXZQNB-VTZDEGQISA-N,3.7767739680064606e-10,antineoplastic,antibiotic antineoplastic for breast cancer,NA,NA,NA,NA
epirubicin,2017,Prescription,Human,1127.27,AOJJSUZBOXZQNB-VTZDEGQISA-N,3.281219543790187e-10,antineoplastic,antibiotic antineoplastic for breast cancer,NA,NA,NA,NA
epirubicin,2018,Prescription,Human,1006.18,AOJJSUZBOXZQNB-VTZDEGQISA-N,2.8601887651637655e-10,antineoplastic,antibiotic antineoplastic for breast cancer,NA,NA,NA,NA
epirubicin,2019,Prescription,Human,988.13,AOJJSUZBOXZQNB-VTZDEGQISA-N,2.8544321336094456e-10,antineoplastic,antibiotic antineoplastic for breast cancer,NA,NA,NA,NA
eplerenone,2016,Prescription,Human,15919.925,JUKPWJGBANNWMW-VWBFHTRKSA-N,4.571169084002893e-9,cardiac,"aldosterone receptor antagonist and diuretic for heart failure, high blood pressure",NA,NA,NA,NA
eplerenone,2017,Prescription,Human,17031.66,JUKPWJGBANNWMW-VWBFHTRKSA-N,4.9575182214721925e-9,cardiac,"aldosterone receptor antagonist and diuretic for heart failure, high blood pressure",NA,NA,NA,NA
eplerenone,2018,Prescription,Human,23322.025,JUKPWJGBANNWMW-VWBFHTRKSA-N,6.629568654303253e-9,cardiac,"aldosterone receptor antagonist and diuretic for heart failure, high blood pressure",NA,NA,NA,NA
eplerenone,2019,Prescription,Human,31719.375,JUKPWJGBANNWMW-VWBFHTRKSA-N,9.162843275480769e-9,cardiac,"aldosterone receptor antagonist and diuretic for heart failure, high blood pressure",NA,NA,NA,NA
epoprostenol,2016,Prescription,Human,0.524,KAQKFAOMNZTLHT-OZUDYXHBSA-N,1.504587867102085e-13,antihypertensive,prostaglandin for pulmonary arterial hypertension,NA,NA,NA,NA
epoprostenol,2017,Prescription,Human,0.495,KAQKFAOMNZTLHT-OZUDYXHBSA-N,1.440829325872367e-13,antihypertensive,prostaglandin for pulmonary arterial hypertension,NA,NA,NA,NA
epoprostenol,2018,Prescription,Human,0.4785,KAQKFAOMNZTLHT-OZUDYXHBSA-N,1.3601943232134034e-13,antihypertensive,prostaglandin for pulmonary arterial hypertension,NA,NA,NA,NA
epoprostenol,2019,Prescription,Human,0.528,KAQKFAOMNZTLHT-OZUDYXHBSA-N,1.52524482258993e-13,antihypertensive,prostaglandin for pulmonary arterial hypertension,NA,NA,NA,NA
eprinomectin,2016,Prescription,Vet,4106.3564,WPNHOHPRXXCPRA-TVXIRPTOSA-N,1.1790790109612587e-9,antiparasitic,avermectin antiparasitic for nematodes and arthropod infection in cattle and swine,NA,NA,NA,NA
eprinomectin,2017,Prescription,Vet,5427.3816,WPNHOHPRXXCPRA-TVXIRPTOSA-N,1.579783953935371e-9,antiparasitic,avermectin antiparasitic for nematodes and arthropod infection in cattle and swine,NA,NA,NA,NA
eprinomectin,2018,Prescription,Vet,5763.41,WPNHOHPRXXCPRA-TVXIRPTOSA-N,1.638319240198821e-9,antiparasitic,avermectin antiparasitic for nematodes and arthropod infection in cattle and swine,NA,NA,NA,NA
eprinomectin,2019,Prescription,Vet,5112.176,WPNHOHPRXXCPRA-TVXIRPTOSA-N,1.4767651470016094e-9,antiparasitic,avermectin antiparasitic for nematodes and arthropod infection in cattle and swine,NA,NA,NA,NA
eprosartan,2016,Prescription,Human,462785.4,OROAFUQRIXKEMV-LDADJPATSA-N,1.3288192708243993e-7,antihypertensive,angiotensin II receptor blocker for hypertension,NA,NA,NA,NA
eprosartan,2017,Prescription,Human,420487.62,OROAFUQRIXKEMV-LDADJPATSA-N,1.22394120012581e-7,antihypertensive,angiotensin II receptor blocker for hypertension,NA,NA,NA,NA
eprosartan,2018,Prescription,Human,382502.232,OROAFUQRIXKEMV-LDADJPATSA-N,1.0873090168920713e-7,antihypertensive,angiotensin II receptor blocker for hypertension,NA,NA,NA,NA
eprosartan,2019,Prescription,Human,333412.464,OROAFUQRIXKEMV-LDADJPATSA-N,9.631356714071049e-8,antihypertensive,angiotensin II receptor blocker for hypertension,NA,NA,NA,NA
eribulin,2016,Prescription,Human,1.826,UFNVPOGXISZXJD-JBQZKEIOSA-N,5.243086727725968e-13,antineoplastic,"mitotic inhibitor for metastatic breast cancer, liposarcoma",NA,NA,NA,NA
eribulin,2017,Prescription,Human,1.51976,UFNVPOGXISZXJD-JBQZKEIOSA-N,4.423666214722804e-13,antineoplastic,"mitotic inhibitor for metastatic breast cancer, liposarcoma",NA,NA,NA,NA
eribulin,2018,Prescription,Human,1.41328,UFNVPOGXISZXJD-JBQZKEIOSA-N,4.017419922907082e-13,antineoplastic,"mitotic inhibitor for metastatic breast cancer, liposarcoma",NA,NA,NA,NA
eribulin,2019,Prescription,Human,1.19416,UFNVPOGXISZXJD-JBQZKEIOSA-N,3.4495953737575586e-13,antineoplastic,"mitotic inhibitor for metastatic breast cancer, liposarcoma",NA,NA,NA,NA
erlotinib,2016,Prescription,Human,2868,AAKJLRGGTJKAMG-UHFFFAOYSA-N,8.23503435658164e-10,antineoplastic,"tyrosine kinase inhibitor for non-small cell lung cancer, pancreatic cancer",low,high,1.39e-6,5.924485148619885e-4
erlotinib,2017,Prescription,Human,3227.25,AAKJLRGGTJKAMG-UHFFFAOYSA-N,9.393770589740595e-10,antineoplastic,"tyrosine kinase inhibitor for non-small cell lung cancer, pancreatic cancer",low,high,1.39e-6,6.758108337942874e-4
erlotinib,2018,Prescription,Human,2084.25,AAKJLRGGTJKAMG-UHFFFAOYSA-N,5.924733580266531e-10,antineoplastic,"tyrosine kinase inhibitor for non-small cell lung cancer, pancreatic cancer",low,high,1.39e-6,4.2623982591845545e-4
erlotinib,2019,Prescription,Human,1297.5,AAKJLRGGTJKAMG-UHFFFAOYSA-N,3.748115828239459e-10,antineoplastic,"tyrosine kinase inhibitor for non-small cell lung cancer, pancreatic cancer",low,high,1.39e-6,2.696486207366517e-4
ertapenem,2016,Prescription,Human,3578,JUZNIMUFDBIJCM-ANEDZVCMSA-N,1.0273693489487138e-9,antibacterial,carbapenem antibiotic,low,high,1.3e-5,7.902841145759337e-5
ertapenem,2017,Prescription,Human,4296,JUZNIMUFDBIJCM-ANEDZVCMSA-N,1.2504652088783204e-9,antibacterial,carbapenem antibiotic,low,high,1.3e-5,9.61896314521785e-5
ertapenem,2018,Prescription,Human,4515,JUZNIMUFDBIJCM-ANEDZVCMSA-N,1.2834435463549666e-9,antibacterial,carbapenem antibiotic,low,high,1.3e-5,9.872642664268974e-5
ertapenem,2019,Prescription,Human,4674,JUZNIMUFDBIJCM-ANEDZVCMSA-N,1.3501883145426768e-9,antibacterial,carbapenem antibiotic,low,high,1.3e-5,1.038606395802059e-4
ertugliflozin,2018,Prescription,Human,68.39,MCIACXAZCBVDEE-CUUWFGFTSA-N,1.9440687516105464e-11,anti-diabetic,SGLT-2 inhibitor for type 2 diabetes,NA,NA,NA,NA
ertugliflozin,2019,Prescription,Human,560.28,MCIACXAZCBVDEE-CUUWFGFTSA-N,1.6184927446982687e-10,anti-diabetic,SGLT-2 inhibitor for type 2 diabetes,NA,NA,NA,NA
erythromycin,2016,Prescription,Human,1270675,ULGZDMOVFRHVEP-RWJQBGPGSA-N,3.6485537939502707e-7,antibacterial,macrolide antibiotic,NA,NA,NA,NA
erythromycin,2017,Prescription,Human,1150366,ULGZDMOVFRHVEP-RWJQBGPGSA-N,3.348446602598972e-7,antibacterial,macrolide antibiotic,NA,NA,NA,NA
erythromycin,2018,Prescription,Human,864442.5,ULGZDMOVFRHVEP-RWJQBGPGSA-N,2.457282719424038e-7,antibacterial,macrolide antibiotic,NA,NA,NA,NA
erythromycin,2019,Prescription,Human,867991.5,ULGZDMOVFRHVEP-RWJQBGPGSA-N,2.507385495127021e-7,antibacterial,macrolide antibiotic,NA,NA,NA,NA
erythropoietin,2016,Prescription,Human,1012.9224,OXCMYAYHXIHQOA-UHFFFAOYSA-N,2.9084556361754294e-10,blood,antianemic preparation for kidney diseases,NA,NA,NA,NA
erythropoietin,2017,Prescription,Human,948.5448,OXCMYAYHXIHQOA-UHFFFAOYSA-N,2.7609922520075536e-10,blood,antianemic preparation for kidney diseases,NA,NA,NA,NA
erythropoietin,2018,Prescription,Human,1127.196,OXCMYAYHXIHQOA-UHFFFAOYSA-N,3.2041914322860087e-10,blood,antianemic preparation for kidney diseases,NA,NA,NA,NA
erythropoietin,2019,Prescription,Human,1287.3504,OXCMYAYHXIHQOA-UHFFFAOYSA-N,3.7187964629906733e-10,blood,antianemic preparation for kidney diseases,NA,NA,NA,NA
escitalopram,2016,Prescription,Human,396431.7842,WSEQXVZVJXJVFP-FQEVSTJZSA-N,1.1382947569483817e-7,antidepressant,SSRI antidepressant for depression and anxiety,NA,NA,NA,NA
escitalopram,2017,Prescription,Human,389371.3374,WSEQXVZVJXJVFP-FQEVSTJZSA-N,1.133368972889018e-7,antidepressant,SSRI antidepressant for depression and anxiety,NA,NA,NA,NA
escitalopram,2018,Prescription,Human,374910.2026,WSEQXVZVJXJVFP-FQEVSTJZSA-N,1.0657277519149569e-7,antidepressant,SSRI antidepressant for depression and anxiety,NA,NA,NA,NA
escitalopram,2019,Prescription,Human,372772.82579999993,WSEQXVZVJXJVFP-FQEVSTJZSA-N,1.0768367851395225e-7,antidepressant,SSRI antidepressant for depression and anxiety,NA,NA,NA,NA
esketamine,2016,Prescription,Human,450.75,YQEZLKZALYSWHR-ZDUSSCGKSA-N,1.294261414305849e-10,antidepressant,"hallucinogen, anaesthetic and antidepressant for treatment-resistant depression",NA,NA,NA,NA
esketamine,2017,Prescription,Human,615.25,YQEZLKZALYSWHR-ZDUSSCGKSA-N,1.7908489752383303e-10,antidepressant,"hallucinogen, anaesthetic and antidepressant for treatment-resistant depression",NA,NA,NA,NA
esketamine,2018,Prescription,Human,814.25,YQEZLKZALYSWHR-ZDUSSCGKSA-N,2.314604446554887e-10,antidepressant,"hallucinogen, anaesthetic and antidepressant for treatment-resistant depression",NA,NA,NA,NA
esketamine,2019,Prescription,Human,1047.75,YQEZLKZALYSWHR-ZDUSSCGKSA-N,3.0266576948268923e-10,antidepressant,"hallucinogen, anaesthetic and antidepressant for treatment-resistant depression",NA,NA,NA,NA
eslicarbazepine,2016,Prescription,Human,150333.6,BMPDWHIDQYTSHX-AWEZNQCLSA-N,4.316605163698053e-8,anticonvulsant,dibenzazepine anticonvulsant for seizure conditions,NA,NA,NA,NA
eslicarbazepine,2017,Prescription,Human,180806.64,BMPDWHIDQYTSHX-AWEZNQCLSA-N,5.2628587722110654e-8,anticonvulsant,dibenzazepine anticonvulsant for seizure conditions,NA,NA,NA,NA
eslicarbazepine,2018,Prescription,Human,239031.12,BMPDWHIDQYTSHX-AWEZNQCLSA-N,6.794749686423025e-8,anticonvulsant,dibenzazepine anticonvulsant for seizure conditions,NA,NA,NA,NA
eslicarbazepine,2019,Prescription,Human,301821.68,BMPDWHIDQYTSHX-AWEZNQCLSA-N,8.718787022071867e-8,anticonvulsant,dibenzazepine anticonvulsant for seizure conditions,NA,NA,NA,NA
esmolol,2016,Prescription,Human,89,AQNDDEOPVVGCPG-UHFFFAOYSA-N,2.5555022933604115e-11,beta blocker,cardioselective beta blocker and antiarrhythmic for heart rhythm disorders,NA,NA,NA,NA
esmolol,2017,Prescription,Human,86,AQNDDEOPVVGCPG-UHFFFAOYSA-N,2.5032590308085564e-11,beta blocker,cardioselective beta blocker and antiarrhythmic for heart rhythm disorders,NA,NA,NA,NA
esmolol,2018,Prescription,Human,136.5,AQNDDEOPVVGCPG-UHFFFAOYSA-N,3.880178163398736e-11,beta blocker,cardioselective beta blocker and antiarrhythmic for heart rhythm disorders,NA,NA,NA,NA
esmolol,2019,Prescription,Human,142.5,AQNDDEOPVVGCPG-UHFFFAOYSA-N,4.1164277882398677e-11,beta blocker,cardioselective beta blocker and antiarrhythmic for heart rhythm disorders,NA,NA,NA,NA
