"scenario_number","county","Year_and_Population_Growth","WWT_Scenario","Risk_Type","API_Name","Risk_Bin","Probability"
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ethinylestradiol","0-1",0.01043
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ethinylestradiol","1-3",0.01043
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ethinylestradiol","3-10",0.06261
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ethinylestradiol","10-30",0.16695
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ethinylestradiol","30-100",0.2332
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ethinylestradiol","100-300",0.33746
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ethinylestradiol","300-1000",0.17892
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ethinylestradiol","1000-3000",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ethinylestradiol","3000-inf",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","diclofenac","-inf-0",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","diclofenac","0-1",0.20475
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","diclofenac","1-3",0.15564
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","diclofenac","3-10",0.329
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","diclofenac","10-30",0.266
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","diclofenac","30-100",0.04458
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","diclofenac","100-300",3e-5
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","diclofenac","300-1000",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","diclofenac","1000-3000",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","diclofenac","3000-inf",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ibuprofen","-inf-0",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ibuprofen","0-1",0.04034
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ibuprofen","1-3",0.10757
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ibuprofen","3-10",0.23878
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ibuprofen","10-30",0.24987
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ibuprofen","30-100",0.2725
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ibuprofen","100-300",0.08826
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ibuprofen","300-1000",0.00269
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ibuprofen","1000-3000",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ibuprofen","3000-inf",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","paracetamol","-inf-0",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","paracetamol","0-1",0.28492
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","paracetamol","1-3",0.36577
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","paracetamol","3-10",0.32609
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","paracetamol","10-30",0.02257
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","paracetamol","30-100",6.6e-4
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","paracetamol","100-300",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","paracetamol","300-1000",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","paracetamol","1000-3000",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","paracetamol","3000-inf",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ciprofloxacin","-inf-0",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ciprofloxacin","0-1",0.49121
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ciprofloxacin","1-3",0.42907
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ciprofloxacin","3-10",0.07972
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ciprofloxacin","10-30",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ciprofloxacin","30-100",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ciprofloxacin","100-300",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ciprofloxacin","300-1000",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ciprofloxacin","1000-3000",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ciprofloxacin","3000-inf",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","estradiol","-inf-0",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","estradiol","0-1",0.44554
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","estradiol","1-3",0.31456
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","estradiol","3-10",0.2206
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","estradiol","10-30",0.0193
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","estradiol","30-100",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","estradiol","100-300",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","estradiol","300-1000",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","estradiol","1000-3000",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","estradiol","3000-inf",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ethinylestradiol","-inf-0",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ethinylestradiol","0-1",0.02776
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ethinylestradiol","1-3",0.02776
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ethinylestradiol","3-10",0.16658
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ethinylestradiol","10-30",0.44421
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ethinylestradiol","30-100",0.30122
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ethinylestradiol","100-300",0.03111
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ethinylestradiol","300-1000",0.00135
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ethinylestradiol","1000-3000",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ethinylestradiol","3000-inf",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","diclofenac","-inf-0",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","diclofenac","0-1",0.32933
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","diclofenac","1-3",0.2636
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","diclofenac","3-10",0.40668
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","diclofenac","10-30",3.9e-4
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","diclofenac","30-100",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","diclofenac","100-300",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","diclofenac","300-1000",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","diclofenac","1000-3000",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","diclofenac","3000-inf",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ibuprofen","-inf-0",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ibuprofen","0-1",0.09556
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ibuprofen","1-3",0.25483
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ibuprofen","3-10",0.48169
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ibuprofen","10-30",0.14683
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ibuprofen","30-100",0.02069
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ibuprofen","100-300",4e-4
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ibuprofen","300-1000",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ibuprofen","1000-3000",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ibuprofen","3000-inf",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","paracetamol","-inf-0",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","paracetamol","0-1",0.91713
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","paracetamol","1-3",0.07772
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","paracetamol","3-10",0.00504
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","paracetamol","10-30",1e-4
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","paracetamol","30-100",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","paracetamol","100-300",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","paracetamol","300-1000",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","paracetamol","1000-3000",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","paracetamol","3000-inf",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","-inf-0",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","0-1",0.558
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","1-3",0.442
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","3-10",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","10-30",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","30-100",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","100-300",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","300-1000",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","1000-3000",0
15,"Trøndelag (Semi-Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","3000-inf",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","-inf-0",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","0-1",0.73159
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","1-3",0.09316
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","3-10",0.12571
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","10-30",0.04823
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","30-100",0.00131
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","100-300",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","300-1000",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","1000-3000",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","3000-inf",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","-inf-0",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","0-1",0.00803
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","1-3",0.00803
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","3-10",0.0482
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","10-30",0.12853
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","30-100",0.18411
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","100-300",0.30895
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","300-1000",0.25134
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","1000-3000",0.0602
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","3000-inf",0.00262
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","-inf-0",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","0-1",0.10012
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","1-3",0.10452
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","3-10",0.1995
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","10-30",0.39995000000000003
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","30-100",0.19577
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","100-300",1.4e-4
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","300-1000",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","1000-3000",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","3000-inf",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","-inf-0",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","0-1",0.01656
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","1-3",0.04416
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","3-10",0.09483
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","10-30",0.12971
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","30-100",0.38227
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","100-300",0.28798
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","300-1000",0.04449
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","1000-3000",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","3000-inf",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","-inf-0",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","0-1",0.15287
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","1-3",0.09505
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","3-10",0.40983
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","10-30",0.33259
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","30-100",0.00966
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","100-300",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","300-1000",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","1000-3000",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","3000-inf",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","-inf-0",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","0-1",0.3198
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","1-3",0.30612
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","3-10",0.29479
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","10-30",0.07923
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","30-100",6e-5
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","100-300",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","300-1000",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","1000-3000",0
16,"Trøndelag (Semi-Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","3000-inf",0
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","-inf-0",0
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","0-1",0.74595
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","1-3",0.09819
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","3-10",0.11552
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","10-30",0.03928
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","30-100",0.00107
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","100-300",0
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","300-1000",0
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","1000-3000",0
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","3000-inf",0
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","-inf-0",0
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","0-1",0.00896
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","1-3",0.00896
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","3-10",0.05377
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","10-30",0.14338
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","30-100",0.21016
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","100-300",0.30538
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","300-1000",0.21799
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","1000-3000",0.04925
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","3000-inf",0.00214
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","-inf-0",0
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","0-1",0.13163
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","1-3",0.1081
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","3-10",0.25244
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","10-30",0.41999
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","30-100",0.08778
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","100-300",6e-5
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","300-1000",0
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","1000-3000",0
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","3000-inf",0
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","-inf-0",0
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","0-1",0.01738
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","1-3",0.04636
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","3-10",0.10796
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","10-30",0.1688
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","30-100",0.38144
17,"Trøndelag (Semi-Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","100-300",0.24166
